No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station
33694,2017,1,2,21,125.0,125.0,13.0,90.0,2100.0,28.0,-0.6,1020.8,-9.3,0.0,SW,0.2,Aotizhongxin
33695,2017,1,2,22,153.0,153.0,14.0,108.0,2500.0,13.0,-1.6,1020.7,-7.9,0.0,ENE,0.8,Aotizhongxin
33696,2017,1,2,23,165.0,165.0,14.0,126.0,3100.0,2.0,-2.3,1020.5,-7.2,0.0,ENE,0.7,Aotizhongxin
33697,2017,1,3,0,225.0,225.0,23.0,148.0,4900.0,4.0,-3.4,1020.2,-7.0,0.0,E,0.8,Aotizhongxin
33698,2017,1,3,1,275.0,275.0,28.0,158.0,6400.0,7.0,-3.6,1019.8,-6.6,0.0,ENE,0.8,Aotizhongxin
33699,2017,1,3,2,293.0,293.0,17.0,155.0,6400.0,5.0,-4.5,1019.7,-7.1,0.0,NE,0.9,Aotizhongxin
33700,2017,1,3,3,293.0,293.0,16.0,153.0,6200.0,5.0,-4.8,1019.7,-7.1,0.0,ENE,0.9,Aotizhongxin
33701,2017,1,3,4,287.0,287.0,15.0,149.0,6300.0,59.0,-5.3,1019.3,-7.4,0.0,ENE,0.7,Aotizhongxin
33702,2017,1,3,5,305.0,305.0,13.0,149.0,6000.0,4.0,-4.9,1018.5,-6.9,0.0,ENE,0.5,Aotizhongxin
33703,2017,1,3,6,304.0,304.0,12.0,148.0,5800.0,3.0,-4.7,1018.3,-6.7,0.0,E,0.3,Aotizhongxin
33704,2017,1,3,7,266.0,266.0,12.0,139.0,5700.0,3.0,-4.5,1018.7,-6.5,0.0,NW,0.4,Aotizhongxin
33705,2017,1,3,8,240.0,240.0,17.0,132.0,5700.0,3.0,-5.4,1019.0,-7.1,0.0,E,1.1,Aotizhongxin
33706,2017,1,3,9,237.0,237.0,29.0,131.0,6500.0,4.0,-2.5,1019.5,-6.0,0.0,NW,0.6,Aotizhongxin
33707,2017,1,3,10,232.0,232.0,32.0,117.0,5400.0,7.0,1.0,1019.6,-5.5,0.0,ESE,0.4,Aotizhongxin
33708,2017,1,3,11,155.0,155.0,27.0,88.0,3100.0,19.0,3.0,1019.2,-8.4,0.0,N,1.0,Aotizhongxin
33709,2017,1,3,12,167.0,167.0,31.0,98.0,3200.0,25.0,5.3,1018.0,-7.9,0.0,WNW,0.9,Aotizhongxin
33710,2017,1,3,13,170.0,170.0,28.0,100.0,3000.0,35.0,6.9,1016.9,-7.5,0.0,S,1.0,Aotizhongxin
33711,2017,1,3,14,179.0,179.0,27.0,127.0,3400.0,26.0,8.7,1016.1,-5.9,0.0,SW,0.9,Aotizhongxin
33712,2017,1,3,15,244.0,244.0,28.0,183.0,4700.0,15.0,7.2,1016.2,-3.4,0.0,SE,1.5,Aotizhongxin
33713,2017,1,3,16,296.0,334.0,26.0,190.0,5100.0,16.0,6.1,1016.4,-3.8,0.0,SW,1.1,Aotizhongxin
33714,2017,1,3,17,295.0,295.0,27.0,2.0,4600.0,41.0,2.8,1017.0,-4.2,0.0,SE,0.9,Aotizhongxin
33715,2017,1,3,18,328.0,356.0,3.0,191.0,900.0,3.0,0.7,1017.9,-4.5,0.0,ENE,0.7,Aotizhongxin
33716,2017,1,3,19,397.0,420.0,20.0,199.0,7000.0,3.0,0.5,1018.8,-4.2,0.0,E,1.2,Aotizhongxin
33717,2017,1,3,20,437.0,448.0,16.0,199.0,7500.0,2.0,-0.8,1019.4,-4.2,0.0,SE,0.1,Aotizhongxin
33718,2017,1,3,21,464.0,486.0,13.0,195.0,7700.0,2.0,-1.6,1019.5,-4.1,0.0,E,0.9,Aotizhongxin
33719,2017,1,3,22,483.0,483.0,12.0,200.0,8200.0,3.0,-2.1,1020.1,-4.0,0.0,E,0.9,Aotizhongxin
33720,2017,1,3,23,447.0,476.0,11.0,196.0,8700.0,3.0,-2.4,1020.4,-3.8,0.0,NE,1.1,Aotizhongxin
33721,2017,1,4,0,440.0,493.0,10.0,188.0,8900.0,2.0,-2.9,1020.7,-4.2,0.0,SW,0.1,Aotizhongxin
33722,2017,1,4,1,463.0,502.0,9.0,190.0,8600.0,2.0,-3.5,1020.8,-4.6,0.0,E,0.8,Aotizhongxin
33723,2017,1,4,2,467.0,467.0,9.0,179.0,8600.0,35.0,-3.2,1020.9,-4.2,0.0,ENE,1.2,Aotizhongxin
33724,2017,1,4,3,463.0,504.0,11.0,193.0,9600.0,2.0,-4.2,1021.1,-5.3,0.0,E,0.9,Aotizhongxin
33725,2017,1,4,4,473.0,539.0,11.0,195.0,9700.0,35.0,-4.3,1021.2,-5.3,0.0,E,0.7,Aotizhongxin
33726,2017,1,4,5,488.0,561.0,10.0,180.0,9900.0,3.0,-4.5,1021.0,-5.5,0.0,NW,0.0,Aotizhongxin
33727,2017,1,4,6,500.0,506.0,12.0,196.0,900.0,4.0,-4.8,1020.8,-5.8,0.0,ESE,0.0,Aotizhongxin
33728,2017,1,4,7,392.0,392.0,12.0,158.0,7500.0,2.0,-4.8,1021.4,-5.8,0.0,ESE,1.2,Aotizhongxin
33729,2017,1,4,8,338.0,338.0,15.0,149.0,7200.0,2.0,-4.5,1022.0,-5.5,0.0,E,0.4,Aotizhongxin
33730,2017,1,4,9,338.0,342.0,14.0,156.0,7300.0,3.0,-2.9,1022.5,-4.2,0.0,E,0.7,Aotizhongxin
33731,2017,1,4,10,441.0,469.0,18.0,208.0,9200.0,4.0,0.0,1022.8,-3.0,0.0,E,1.2,Aotizhongxin
33732,2017,1,4,11,333.0,333.0,27.0,154.0,5600.0,9.0,1.8,1022.9,-6.1,0.0,E,1.8,Aotizhongxin
33733,2017,1,4,12,167.0,167.0,30.0,107.0,3400.0,17.0,3.6,1021.9,-5.4,0.0,ESE,1.7,Aotizhongxin
33734,2017,1,4,13,216.0,216.0,31.0,131.0,4000.0,27.0,4.9,1021.6,-5.2,0.0,SE,1.4,Aotizhongxin
33735,2017,1,4,14,291.0,291.0,31.0,167.0,4900.0,23.0,5.4,1020.9,-5.3,0.0,E,1.9,Aotizhongxin
33736,2017,1,4,15,325.0,331.0,37.0,179.0,6100.0,20.0,5.8,1020.7,-4.7,0.0,ESE,1.7,Aotizhongxin
33737,2017,1,4,16,367.0,367.0,43.0,179.0,7100.0,16.0,5.2,1020.8,-4.7,0.0,ESE,1.3,Aotizhongxin
33738,2017,1,4,17,322.0,322.0,40.0,179.0,6800.0,7.0,1.9,1021.5,-4.6,0.0,E,0.7,Aotizhongxin
33739,2017,1,4,18,298.0,298.0,29.0,175.0,6600.0,2.0,2.0,1022.0,-3.1,0.0,SE,1.0,Aotizhongxin
33740,2017,1,4,19,304.0,304.0,26.0,176.0,6800.0,2.0,0.8,1022.6,-3.1,0.0,ESE,1.1,Aotizhongxin
33741,2017,1,4,20,346.0,346.0,18.0,186.0,8000.0,2.0,-0.6,1023.2,-3.5,0.0,E,1.4,Aotizhongxin
33742,2017,1,4,21,356.0,356.0,14.0,180.0,8300.0,2.0,-1.0,1023.8,-3.2,0.0,ESE,1.6,Aotizhongxin
33743,2017,1,4,22,380.0,380.0,10.0,164.0,9100.0,2.0,-1.5,1024.1,-2.5,0.0,E,2.4,Aotizhongxin
33744,2017,1,4,23,328.0,328.0,8.0,134.0,8400.0,2.0,-1.4,1024.7,-2.2,0.0,ESE,1.6,Aotizhongxin
33745,2017,1,5,0,203.0,203.0,7.0,114.0,7200.0,2.0,-1.0,1025.0,-1.7,0.0,ESE,2.8,Aotizhongxin
33746,2017,1,5,1,168.0,168.0,9.0,112.0,7100.0,2.0,-1.0,1025.2,-1.8,0.0,ESE,0.7,Aotizhongxin
33747,2017,1,5,2,159.0,159.0,5.0,114.0,5700.0,2.0,-0.6,1025.4,-1.7,0.0,ENE,1.0,Aotizhongxin
33748,2017,1,5,3,168.0,168.0,5.0,114.0,4800.0,2.0,0.1,1025.8,-1.3,0.0,NE,0.9,Aotizhongxin
33749,2017,1,5,4,175.0,175.0,6.0,114.0,4800.0,27.0,0.3,1025.7,-1.3,0.0,NNE,1.4,Aotizhongxin
33750,2017,1,5,5,256.0,360.0,6.0,126.0,7400.0,2.0,0.5,1025.9,-1.1,0.0,NNE,2.2,Aotizhongxin
33751,2017,1,5,6,336.0,401.0,6.0,133.0,8700.0,2.0,0.1,1026.4,-1.5,0.0,NE,1.2,Aotizhongxin
33752,2017,1,5,7,284.0,324.0,7.0,132.0,8200.0,2.0,0.4,1026.7,-1.4,0.0,NNE,1.4,Aotizhongxin
33753,2017,1,5,8,275.0,275.0,9.0,133.0,7900.0,2.0,0.4,1027.6,-1.5,0.0,ENE,1.4,Aotizhongxin
33754,2017,1,5,9,271.0,271.0,11.0,135.0,7700.0,2.0,0.5,1028.2,-1.6,0.0,NE,1.2,Aotizhongxin
33755,2017,1,5,10,276.0,276.0,12.0,134.0,7600.0,2.0,1.0,1028.7,-1.6,0.0,ENE,1.3,Aotizhongxin
33756,2017,1,5,11,267.0,267.0,11.0,132.0,7400.0,2.0,1.8,1028.5,-1.1,0.0,SE,0.4,Aotizhongxin
33757,2017,1,5,12,249.0,249.0,11.0,129.0,7000.0,2.0,2.8,1027.6,-1.6,0.0,NE,0.9,Aotizhongxin
33758,2017,1,5,13,239.0,239.0,12.0,121.0,6000.0,3.0,3.3,1026.7,-2.2,0.0,ENE,1.2,Aotizhongxin
33759,2017,1,5,14,223.0,223.0,13.0,112.0,5300.0,20.0,3.8,1026.0,-3.7,0.0,NE,1.2,Aotizhongxin
33760,2017,1,5,15,206.0,206.0,15.0,105.0,4500.0,16.0,3.5,1026.1,-4.0,0.0,ENE,1.2,Aotizhongxin
33761,2017,1,5,16,162.0,162.0,20.0,96.0,3800.0,13.0,3.4,1026.3,-4.1,0.0,NE,0.7,Aotizhongxin
33762,2017,1,5,17,184.0,184.0,21.0,110.0,4100.0,3.0,3.1,1026.1,-3.7,0.0,ENE,0.9,Aotizhongxin
33763,2017,1,5,18,183.0,183.0,21.0,119.0,4100.0,2.0,1.9,1026.6,-3.6,0.0,ENE,0.6,Aotizhongxin
33764,2017,1,5,19,191.0,199.0,20.0,122.0,4500.0,2.0,2.2,1026.6,-3.7,0.0,NE,1.5,Aotizhongxin
33765,2017,1,5,20,219.0,219.0,17.0,126.0,5200.0,2.0,0.7,1026.4,-3.8,0.0,NE,1.1,Aotizhongxin
33766,2017,1,5,21,199.0,199.0,16.0,122.0,4700.0,2.0,-0.4,1026.3,-4.3,0.0,E,0.7,Aotizhongxin
33767,2017,1,5,22,180.0,180.0,15.0,116.0,4400.0,2.0,-1.5,1026.4,-4.7,0.0,WNW,0.2,Aotizhongxin
33768,2017,1,5,23,184.0,184.0,12.0,116.0,4900.0,2.0,-2.1,1026.2,-4.9,0.0,ESE,0.6,Aotizhongxin
33769,2017,1,6,0,184.0,184.0,10.0,111.0,5300.0,2.0,-2.3,1025.9,-4.5,0.0,SW,0.2,Aotizhongxin
33770,2017,1,6,1,184.0,184.0,10.0,111.0,500.0,2.0,-2.9,1025.3,-4.9,0.0,ENE,0.2,Aotizhongxin
33771,2017,1,6,2,176.0,176.0,12.0,103.0,4600.0,2.0,-2.1,1025.2,-3.8,0.0,SE,0.2,Aotizhongxin
33772,2017,1,6,3,159.0,159.0,14.0,98.0,3800.0,2.0,-1.3,1025.1,-3.8,0.0,NE,0.0,Aotizhongxin
33773,2017,1,6,4,158.0,158.0,18.0,100.0,3900.0,13.0,-2.7,1024.6,-4.6,0.0,ENE,1.2,Aotizhongxin
33774,2017,1,6,5,171.0,171.0,20.0,101.0,4300.0,2.0,-2.8,1024.4,-4.2,0.0,ENE,1.3,Aotizhongxin
33775,2017,1,6,6,169.0,169.0,20.0,100.0,4500.0,2.0,-2.8,1024.3,-3.9,0.0,NNE,0.3,Aotizhongxin
33776,2017,1,6,7,177.0,177.0,24.0,94.0,4500.0,2.0,-2.1,1024.5,-3.2,0.0,NNW,0.0,Aotizhongxin
33777,2017,1,6,8,170.0,170.0,26.0,94.0,4200.0,2.0,-2.0,1024.6,-3.3,0.0,ENE,0.7,Aotizhongxin
33778,2017,1,6,9,175.0,175.0,30.0,97.0,4900.0,2.0,-0.2,1024.9,-2.4,0.0,E,1.1,Aotizhongxin
33779,2017,1,6,10,211.0,211.0,31.0,105.0,5700.0,2.0,1.1,1024.9,-2.8,0.0,E,0.9,Aotizhongxin
33780,2017,1,6,11,216.0,216.0,29.0,101.0,4900.0,6.0,2.6,1024.6,-3.3,0.0,E,1.2,Aotizhongxin
33781,2017,1,6,12,193.0,193.0,29.0,92.0,400.0,16.0,3.5,1023.4,-3.3,0.0,ENE,2.0,Aotizhongxin
33782,2017,1,6,13,188.0,188.0,31.0,88.0,3800.0,25.0,4.0,1022.1,-3.3,0.0,ENE,2.0,Aotizhongxin
33783,2017,1,6,14,200.0,200.0,33.0,113.0,4100.0,16.0,4.5,1021.3,-3.3,0.0,ENE,1.3,Aotizhongxin
33784,2017,1,6,15,214.0,214.0,31.0,130.0,4300.0,10.0,4.9,1020.8,-3.2,0.0,ENE,0.5,Aotizhongxin
33785,2017,1,6,16,215.0,215.0,27.0,131.0,2700.0,5.0,4.2,1020.6,-3.3,0.0,ENE,1.2,Aotizhongxin
33786,2017,1,6,17,221.0,221.0,21.0,139.0,4200.0,2.0,3.0,1020.7,-3.4,0.0,NE,1.3,Aotizhongxin
33787,2017,1,6,18,211.0,211.0,17.0,140.0,4300.0,2.0,0.7,1021.1,-3.4,0.0,ENE,0.7,Aotizhongxin
33788,2017,1,6,19,217.0,217.0,17.0,146.0,4400.0,2.0,1.0,1021.3,-2.9,0.0,SW,0.0,Aotizhongxin
33789,2017,1,6,20,220.0,220.0,22.0,152.0,4200.0,2.0,1.5,1021.3,-2.8,0.0,NE,0.6,Aotizhongxin
33790,2017,1,6,21,235.0,235.0,24.0,157.0,500.0,2.0,2.6,1021.2,-2.7,0.0,NNE,1.1,Aotizhongxin
33791,2017,1,6,22,239.0,239.0,25.0,153.0,4800.0,2.0,2.0,1021.0,-2.9,0.0,ENE,0.7,Aotizhongxin
33792,2017,1,6,23,235.0,235.0,31.0,126.0,4900.0,2.0,2.4,1020.9,-2.9,0.0,NE,1.2,Aotizhongxin
33793,2017,1,7,0,241.0,241.0,38.0,123.0,5300.0,2.0,2.0,1020.5,-2.9,0.0,ENE,0.8,Aotizhongxin
33794,2017,1,7,1,239.0,239.0,45.0,120.0,5100.0,2.0,1.4,1020.2,-3.9,0.0,NE,1.3,Aotizhongxin
33795,2017,1,7,2,224.0,224.0,39.0,116.0,500.0,2.0,1.2,1020.4,-3.7,0.0,E,0.9,Aotizhongxin
33796,2017,1,7,3,208.0,208.0,31.0,105.0,4400.0,2.0,0.8,1020.2,-3.3,0.0,ESE,1.2,Aotizhongxin
33797,2017,1,7,4,206.0,206.0,26.0,91.0,3800.0,25.0,0.7,1020.0,-3.4,0.0,NE,0.6,Aotizhongxin
33798,2017,1,7,5,200.0,200.0,25.0,96.0,3900.0,2.0,1.0,1019.7,-3.5,0.0,E,0.7,Aotizhongxin
33799,2017,1,7,6,181.0,181.0,24.0,87.0,3300.0,2.0,0.8,1019.8,-3.0,0.0,ESE,0.8,Aotizhongxin
33800,2017,1,7,7,173.0,173.0,21.0,86.0,3500.0,2.0,0.9,1020.1,-3.4,0.0,ESE,0.5,Aotizhongxin
33801,2017,1,7,8,166.0,166.0,17.0,82.0,3400.0,2.0,1.5,1020.1,-3.2,0.0,NE,0.9,Aotizhongxin
33802,2017,1,7,9,154.0,154.0,20.0,82.0,3100.0,2.0,2.0,1020.9,-3.5,0.0,ENE,2.0,Aotizhongxin
33803,2017,1,7,10,142.0,142.0,21.0,73.0,300.0,4.0,2.1,1021.2,-3.6,0.0,NNE,1.0,Aotizhongxin
33804,2017,1,7,11,167.0,167.0,24.0,77.0,3200.0,9.0,2.6,1021.1,-3.3,0.0,ENE,1.8,Aotizhongxin
33805,2017,1,7,12,196.0,196.0,24.0,83.0,3400.0,12.0,2.1,1020.2,-1.3,0.0,ENE,1.7,Aotizhongxin
33806,2017,1,7,13,184.0,184.0,17.0,75.0,300.0,15.0,1.7,1019.4,-0.2,0.0,NE,1.7,Aotizhongxin
33807,2017,1,7,14,156.0,156.0,10.0,68.0,2600.0,11.0,1.7,1019.1,0.2,0.1,NE,1.2,Aotizhongxin
33808,2017,1,7,15,115.0,115.0,8.0,65.0,2200.0,7.0,1.9,1019.2,0.4,0.0,ENE,1.1,Aotizhongxin
33809,2017,1,7,16,99.0,99.0,9.0,73.0,2100.0,2.0,2.2,1019.3,0.9,0.1,ESE,1.4,Aotizhongxin
33810,2017,1,7,17,95.0,95.0,8.0,67.0,1900.0,13.0,2.1,1019.6,0.8,0.0,ESE,1.5,Aotizhongxin
33811,2017,1,7,18,102.0,102.0,7.0,83.0,2100.0,3.0,1.9,1019.8,0.6,0.1,E,1.1,Aotizhongxin
33812,2017,1,7,19,96.0,96.0,6.0,71.0,1900.0,7.0,1.8,1020.4,0.3,0.0,ENE,0.1,Aotizhongxin
33813,2017,1,7,20,100.0,100.0,7.0,82.0,2200.0,2.0,1.8,1020.3,0.5,0.0,E,0.9,Aotizhongxin
33814,2017,1,7,21,111.0,111.0,7.0,83.0,2500.0,2.0,1.6,1020.3,0.1,0.0,ESE,0.6,Aotizhongxin
33815,2017,1,7,22,93.0,93.0,12.0,80.0,200.0,2.0,1.4,1020.4,-0.1,0.0,E,1.0,Aotizhongxin
33816,2017,1,7,23,78.0,78.0,18.0,77.0,1900.0,2.0,1.0,1020.1,-0.5,0.0,SW,0.0,Aotizhongxin
33817,2017,1,8,0,66.0,66.0,18.0,79.0,200.0,2.0,2.6,1020.1,-4.6,0.0,WNW,1.7,Aotizhongxin
33818,2017,1,8,1,66.0,66.0,19.0,66.0,1300.0,6.0,2.8,1019.6,-8.0,0.0,NW,1.5,Aotizhongxin
33819,2017,1,8,2,22.0,22.0,15.0,38.0,500.0,29.0,2.6,1019.5,-9.0,0.0,NW,2.2,Aotizhongxin
33820,2017,1,8,3,23.0,23.0,12.0,41.0,400.0,25.0,2.1,1019.6,-9.5,0.0,NW,1.8,Aotizhongxin
33821,2017,1,8,4,19.0,19.0,11.0,33.0,400.0,29.0,1.6,1019.2,-10.6,0.0,NNW,2.3,Aotizhongxin
33822,2017,1,8,5,24.0,24.0,10.0,34.0,400.0,33.0,1.7,1018.9,-10.2,0.0,NNW,2.5,Aotizhongxin
33823,2017,1,8,6,16.0,16.0,9.0,25.0,400.0,45.0,1.5,1018.8,-10.4,0.0,NW,2.8,Aotizhongxin
33824,2017,1,8,7,15.0,15.0,9.0,25.0,400.0,46.0,1.6,1019.2,-10.3,0.0,NW,3.8,Aotizhongxin
33825,2017,1,8,8,18.0,18.0,10.0,28.0,500.0,45.0,1.5,1019.5,-10.4,0.0,NW,3.2,Aotizhongxin
33826,2017,1,8,9,20.0,20.0,12.0,29.0,500.0,45.0,1.9,1019.7,-10.6,0.0,NW,4.3,Aotizhongxin
33827,2017,1,8,10,15.0,15.0,13.0,27.0,500.0,52.0,2.8,1019.6,-10.1,0.0,NW,3.6,Aotizhongxin
33828,2017,1,8,11,22.0,22.0,15.0,25.0,500.0,57.0,3.8,1019.1,-10.3,0.0,NW,3.9,Aotizhongxin
33829,2017,1,8,12,18.0,18.0,15.0,22.0,500.0,63.0,5.0,1017.9,-10.0,0.0,NW,2.8,Aotizhongxin
33830,2017,1,8,13,28.0,28.0,12.0,20.0,500.0,68.0,6.1,1016.6,-9.8,0.0,NW,2.4,Aotizhongxin
33831,2017,1,8,14,22.0,22.0,10.0,19.0,500.0,73.0,7.2,1015.6,-10.1,0.0,NNW,2.3,Aotizhongxin
33832,2017,1,8,15,17.0,17.0,9.0,19.0,400.0,75.0,7.4,1015.6,-10.4,0.0,NW,3.3,Aotizhongxin
33833,2017,1,8,16,14.0,14.0,8.0,18.0,300.0,79.0,6.9,1015.9,-10.4,0.0,NNW,3.0,Aotizhongxin
33834,2017,1,8,17,13.0,13.0,8.0,23.0,300.0,75.0,5.9,1016.5,-10.4,0.0,NW,2.0,Aotizhongxin
33835,2017,1,8,18,14.0,14.0,8.0,28.0,400.0,69.0,5.7,1016.8,-10.6,0.0,NW,2.7,Aotizhongxin
33836,2017,1,8,19,15.0,15.0,10.0,41.0,500.0,53.0,5.4,1017.3,-11.3,0.0,NW,2.9,Aotizhongxin
33837,2017,1,8,20,21.0,21.0,12.0,46.0,600.0,48.0,4.9,1018.2,-10.8,0.0,NNW,2.6,Aotizhongxin
33838,2017,1,8,21,15.0,15.0,11.0,39.0,500.0,50.0,3.8,1018.7,-11.0,0.0,N,2.5,Aotizhongxin
33839,2017,1,8,22,13.0,13.0,7.0,25.0,300.0,65.0,3.5,1019.6,-11.7,0.0,NNW,2.5,Aotizhongxin
33840,2017,1,8,23,10.0,10.0,7.0,27.0,300.0,59.0,2.7,1020.7,-11.6,0.0,N,3.2,Aotizhongxin
33841,2017,1,9,0,10.0,10.0,6.0,33.0,300.0,50.0,2.4,1021.4,-12.7,0.0,NNW,4.3,Aotizhongxin
33842,2017,1,9,1,8.0,8.0,5.0,33.0,200.0,45.0,1.6,1021.7,-13.4,0.0,NNW,4.2,Aotizhongxin
